id,lieu_id,nom_etablissement,adresse
9093,1490,LA FERME DE BAILLARDS,"Les, Baillards, 09300 Belesta, France"
9094,1490,HOTEL LE CASTEL D'OLMES,"09600 Laroque-d'Olmes, France"
9095,1490,HOTEL PALAIS CATHARE,"5 Av. de Lavelanet, 09300 Belesta, France"
9096,1490,HOTEL LES MARMOTTES,Rue du Montagnard 09300 MONTFERRIER
9097,1490,RESIDENCE TAILLADE DE MONTSEGUR,"Qur de la Poésie, 09300 Fougax-et-Barrineuf, France"
9098,1490,CAMPING L'AMARANTHE,"Gouziaud, 09300 Lieurac, France"
9099,1490,CAMPING LE MATHIBOT,"Camping rural ""Le Mathibot"", Matibot, 09300 Bénaix, France"
9100,1490,CAMPING VILLAGE DES BONS-HOMMES,"Rue Jacquard, 09300 Lavelanet, France"
9101,1490,CAMPING LES BUIS,"4 Qur de la Poésie, 09300 Fougax-et-Barrineuf, France"
9102,1490,CHALET DE VACANCES LUM DAMONT,"Les Monts d'Olmes, 09300 Montferrier, France"
9103,1490,CENTRE DE VACANCES LE GRAND TETRAS,"Les Monts d'Olmes, 09300 Montferrier, France"
9104,1490,CENTRE DE VACANCES LE MONTAGNARD,"Les Monts d'Olmes, 09300 Montferrier, France"
9105,1490,CENTRE DE VACANCES HEBERGEMENT COLLECTIF,"09300 Villeneuve-d'Olmes, France"
9106,1490,CENTRE DE VACANCES LA FREYCHEDE,"Rue de, La Frechede, 09300 Montferrier, France"
9107,1490,GITE D'ETAPE LE ROQUEFIXAGE,"Le village, 09300 Roquefixade, France"
9108,1490,GITE D'ETAPE LE PAQUETAYRE,"Paquetayre, 09300 Montferrier, France"
9109,1491,CAMPING LA SERRE,"5 Chem. de la Serre, 09600 Aigues-Vives, France"
9110,1491,CAMPING LE ROC DEL REY,"La Serre, 09600 Belloc, France"
9111,1491,CAMPING LA PIBOLA,"Cazalet, 09500 Camon, France"
9112,1491,CAMPING LA BESSE,"Camping Ariège Domaine de la Besse & SPA, Besse de Naout, 09500 Camon, France"
9113,1491,CAMPING LES VIGNES,"Engraviès, 09600 Dun, France"
9114,1491,CAMPING LA REGATE,"Rte du Lac, 09600 Léran, France"
9115,1491,CAMPING LES NYSADES,"Rte de Limoux, 09500 Mirepoix, France"
9116,1491,CAMPING JOIA,"Cantérate, 09600 Montbel, France"
9117,1491,CAMPING LE FORT MONTBEL,"Le Fort, 09600 Montbel, France"
9118,1491,VILLAGES VACANCES LA BASTIDES SUR L'HERS,"45 Av. du 8 Mai 1945, 09600 La Bastide-sur-l'Hers, France"
9119,1491,HOTEL LE COMMERCE,"8 Rue de l'Évêché, 09500 Mirepoix, France"
9120,1491,HOTEL LA MAISON DES CONSULS,"6 Pl. Maréchal Leclerc, 09500 Mirepoix, France"
9121,1491,HOTEL LES MINOTIERS,"Av. Maréchal Foch, 09500 Mirepoix, France"
9122,1491,HOTEL LE RELAIS ROYAL,"8 Rue Maréchal Clauzel, 09500 Mirepoix, France"
9123,1085,HOTEL CLUB USSIM DOMAINE D'AIGUEBELLE,"29 Av. des Plombagos, 83980 Le Lavandou, France"
9124,1072,HOTEL RESTAURANT USSIM LA VILLA BETTINA,"5 Av. Bettine, 44500 La Baule-Escoublac, France"
9125,222,CENTRE DE VACANCES CHALET DES NANTS,
9126,867,AGENCE SAULIRE LA TANIA,"100 Chem. des Bleuets, 73550 Les Allues, France"
9127,1514,PARTICULIER A PARTICULIER SERVOZ LK,
9129,895,Le Hameau du Puy,
9130,1494,RESIDENCE LES CALANQUES,"52 Rte des Sanguinaires, 20000 Ajaccio, France"
9131,924,Résidence GOELIA Le Bois de la Reine,"Super-Besse, 63610 Besse-et-Saint-Anastaise, France"
9132,1256,Résidence Lagrange Les Maisons Saint Georges,"17110 Saint-Georges-de-Didonne, France"
9134,1198,Résidence Mare e Monte,"Solenzara, 20145 Sari-Solenzara, France"
9135,1495,Résidence Alba Rossa,"Serra Di Ferro, 20140 Serra-di-Ferro, France"
9136,1496,Résidence Casa & Natura,"20221 Santa-Maria-Poggio, France"
9137,1017,Camping 4* les Amiaux,"85160 Saint-Jean-de-Monts, France"
9138,1497,Camping l'Orangerie de Lanniron,"29000 Quimper, France"
9139,1498,RESIDENCE CLUBE ALBUFEIRA (PORTUGAL),"Estr. de Ferreiras, 8200-397 Albufeira, Portugal"
9140,1499,Résidence Salina Bay,"20137 Porto-Vecchio, France"
9141,1499,Cala Corsa,"20137 Porto-Vecchio, France"
9142,1110,Vic's Land aux Prairies de la Me,"83310 Grimaud, France"
9143,1095,RESIDENCE LES JARDINS D'ARVOR,"3 Av. de la Mer, 29950 Bénodet, France"
9144,1500,Résidence Les Collines D'Iduki,"Pays basque français, France"
9145,1501,Résidence Les Alizés,"20220 Monticello, France"
9146,1449,Résidence Le Hameau des Sables Vignier,"Île d'Oléron, France"
9147,1502,Résidence Les Collines Iduki,"64240 La Bastide-Clairence, France"
9148,1503,CAMPING LA NAVARRE,"Camping Le Navarre, rien à voir avec La Carabasse, 534 Av. de la Méditerranée, 34450 Vias, France"
9149,1504,VILLAGE VACANCES MARINA D'ORU,"Rte de la Mer, 20240 Ghisonaccia, France"
9150,1505,CAMPING-CLUB DE LA COTE D'ARGENT,"134 Av. de la Marine À Contaut, 33990 Hourtin, France"
9151,1501,RESIDENCE BENISTA,"Route de Monticello, BP 125 20220 L'ILE ROUSSE"
9152,1506,CAMPING LE DOMAINE DES BLACHAS,"Domaine des Blachas, 2590 Rte du Chassel, 07150 Salavas, France"
9153,1129,RESIDENCE DU GOLF ET LES APPARTEMENTS DE MOLIETS,"904 Rue du Tuc, 40660 Moliets-et-Maa, France"
9154,1474,RESIDENCE LES TERRASSES DE LA PLAGE,"760 Bd du Général Sizaire, 80410 Cayeux-sur-Mer"
9155,1140,RESIDENCE REINE MARINE,"67 Avenue Président John Fitzgerald Kennedy, 35400 Saint-Malo"
9156,1507,VILLAGE VACANCES LA BAYETTE,"155 Chem. de la Carraire, 83220 Le Pradet, France"
9157,1129,VILLAGE VACANCES VILLAS CLUB ROYAL AQUITAINE,"Rue Aliénor d'Aquitaine, 40660 Moliets-et-Maa, France"
9158,1129,VILLAGE VACANCES VILLAS CLUB ROYAL OCEAN 17,"Rue du Tuc, 40660 Moliets-et-Maa, France"
9159,1129,VILLAGE VACANCES VILLAS LA PRADE,"Rue Brémontier, 40660 Moliets-et-Maa"
9160,45,TOTAL CHALETS TO,
9161,1204,AGENCE MAEVA HOME - NEPTUNE IMMO,
9162,1204,AGENCE NEXITY MER,
9163,973,REFUGE FFCAM DE LA POINTE PERCEE,"2427 Chemin de Plattuy, 74450 Le Grand-Bornand, France"
9165,38,RESIDENCE TERRESENS SNOROC,
9166,42,RESIDENCE NOEMYS BACKGAMMON,
9167,1493,PARTICULIER A PARTICULIER - AUTRES VALLEE D'AULPS - LK,
9168,1492,PARTICULIER A PARTICULIER - SAINT JEAN D'AULPS - LK,
9169,265,PARTICULIER A PARTICULIER - MONTRIOND - LK,
9170,1799,HOTEL LE CLOS DES CAPUCINS,"Pl. Charles Dullin, 73170 Yenne, France"
9171,1799,CAMPING DU HAUT RHÔNE SAUVAGE KANOTI,"Av. du Rhône, 73170 Yenne, France"
9172,1799,CAMPING DES LACS,Le Pattey - 73170 Saint-Jean-de-Chevelu
9173,1799,CAMPING BULLES DE SAVOIE,"Rue du Château, 73170 Billième, France"
9174,1799,LES NIDS DU CHAT,"233 Imp. du Vernet, 73170 Yenne, France"
9175,1799,CAMPING LES LODGES DE LA VIARHÔNA,"1140 Chem. du Vernet, 01300 Virignin, France"
9176,1799,HOTEL LE FER A CHEVAL,"85 Rue des Prêtres, 73170 Yenne, France"
9177,1797,CAMPING HUTTOPIA LAC DAIGUEBELETTE,"231 Rte du Sougey, 73610 Saint-Alban-de-Montbel, France"
9178,1797,CAMPING LE HAMEAU DES PECHEURS,"801 Rte des Plages, 73470 Novalaise, France"
9179,1797,CAMPING DE L'ARBAZ,"1205 Rte des Plages, 73470 Novalaise, France"
9180,1797,CAMPING BELLEVUE,"58 Chem. de Lavy, 73610 Saint-Alban-de-Montbel, France"
9181,1797,CAMPING LE SIGNAL (CHEZ PAULETTE),"La Génaz, 73610 Attignat-Oncin, France"
9182,1798,CAMPING LES TROIS LACS,"495 Rte de Saint-Genix, 73330 Belmont-Tramonet, France"
9183,1798,CAMPING LES BORDS DU GUIERS,"640 Rte de la Glière, 73240 Saint-Genix-les-Villages, France"
9184,1797,HOTEL LES LODGES DU LAC,"2929 Rte du Lac, 73610 Saint-Alban-de-Montbel, France"
9185,1797,HOTEL LA VILLA GINETTE,"La Combe, 73610 Aiguebelette-le-Lac, France"
9186,1797,HOTEL NOVALAISE PLAGE,"391 Rte des Plages, 73470 Novalaise, France"
9187,1797,HOTEL LES MEUBLES DE LA VILLA DU LAC,"Le Port, 73610 Aiguebelette-le-Lac, France"
9188,1798,HOTEL DES BERGERONNETTES,"1024 Mnt de la Saunière, 73240 Champagneux, France"
9189,1797,CAMPING LE CURTELET,"199 Chem. du Curtelet, 73610 Lépin-le-Lac, France"
9190,1797,CAMPING LE GRAND VERNEY,"1063 Rte du Neyret, 73470 Novalaise, France"
9191,1797,CAMPING DES CHAVANNES,"52 Chem. des Chavannes, 73470 Novalaise, France"
9192,1797,CAMPING LES PEUPLIERS,"3011 Rte d'Aiguebelette, 73610 Lépin-le-Lac, France"
9193,48,RESIDENCE LE HAMEAU DES OURSONS,"6494 route d'arc 2000, 73700 Bourg-Saint-Maurice, France"
9194,628,PREMIERE NEIGE,"Chalet Chardon, Les Fermes de Sainte Foy, 73640 Sainte Foy, France"
9195,1513,HÔTEL PREMIÈRE CLASSE GENÈVE-AÉROPORT-PRÉVESSIN,"Prévessin-Moëns, France"
9196,1513,HÔTEL NOVOTEL GENÈVE - AÉROPORT,"01210 Ferney-Voltaire, France"
9197,1513,HÔTEL D'ORNEX,"01210 Ornex, France"
9198,1513,HÔTEL PREMIÈRE CLASSE GENÈVE - SAINT-GENIS-POUILLY,"01630 Saint-Genis-Pouilly, France"
9199,1513,HÔTEL GRAND PARC,"01170 Gex, France"
9200,1511,HÔTEL LES LOGES DU LÉMAN,"01170 Crozet, France"
9201,1513,THE RESIDENCE HOTEL,"01210 Ferney-Voltaire, France"
9202,1511,HÔTEL BOIS JOLY,"01170 Crozet, France"
9203,1513,HÔTEL DE FRANCE,"01210 Ferney-Voltaire, France"
9204,1513,HÔTEL IBIS SAINT-GENIS-POUILLY GENÈVE,"01630 Saint-Genis-Pouilly, France"
9205,1513,HÔTEL IBIS BUDGET SAINT-GENIS-POUILLY GENÈVE,"01630 Saint-Genis-Pouilly, France"
9206,1513,HÔTEL LA PETITE CHAUMIÈRE - COL DE LA FAUCILLE,"01170 Gex, France"
9207,1513,HÔTEL LA BONNE AUBERGE,"01170 Ségny, France"
9208,804,RESIDENCE BELLEVUE LA REINE,"6 All. Fernand de Cardaillac, 65200 Bagnères-de-Bigorre, France"
9209,1513,WOODS HOTEL GENÈVE - THOIRY,"01710 Thoiry, France"
9210,1513,HÔTEL DE LA COURONNE - COL DE LA FAUCILLE,"01170 Gex, France"
9211,1513,HÔTEL KYRIAD SAINT-GENIS-POUILLY,"01630 Saint-Genis-Pouilly, France"
9212,1513,RÉSIDENCE APPARTCITY GENÈVE AÉROPORT FERNEY VOLTAIRE,"01210 Ferney-Voltaire, France"
9213,807,HOTEL DU PIC DU MIDI,"Pic du Midi de Bigorre, 65120 Sers, France"
9214,1513,HÔTEL AUBERGE DES CHASSEURS,"01170 Échenevex, France"
9215,1513,HÔTEL FASTHOTEL,"01170 Gex, France"
9216,1511,HÔTEL JIVA HILL RESORT,"01170 Crozet, France"
9217,1513,HÔTEL AUBERGE COMMUNALE LA FRUITIÈRE,"01630 Péron, France"
9218,1513,HÔTEL LA MAINAZ - COL DE LA FAUCILLE,"01170 Gex, France"
9219,1511,HÔTEL DU CENTRE,"01410 Lélex, France"
9220,1513,HÔTEL CAMPANILE GENÈVE AÉROPORT PALEXPO,"01210 Ferney-Voltaire, France"
9221,1513,HÔTEL F1 GENÈVE AÉROPORT,"01210 Ferney-Voltaire, France"
9222,1511,AIRE DE SERVICES POUR CAMPING-CARS LÉLEX,"01410 Lélex, France"
9224,1511,AIRE DE SERVICES POUR CAMPING-CARS MIJOUX,"01410 Mijoux, France"
9225,1513,AIRE DE SERVICES POUR CAMPING-CARS DE LA FAUCILLE,"01170 Gex, France"
9226,1513,CAMPING LES GENÊTS,"01170 Gex, France"
9227,1511,RÉSIDENCE LES TAVAILLONS,"01410 Mijoux, France"
9228,1511,CENTRE DE VACANCES CHALET LOUIS MARCHAND,"01410 Lélex, France"
9229,1513,GÎTE REFUGE DU GRALET,"01630 Péron, France"
9230,1513,REFUGE CHALET DU BIZOT,"01550 Collonges, France"
9231,1511,GÎTE LE TÉLÉMARK,"01410 Lélex, France"
9232,1511,GÎTE DE GROUPE LES ÉGRAVINES,"01410 Mijoux, France"
9233,1513,GÎTE REFUGE CHALET DE LA POUTOUILLE,"01630 Péron, France"
9234,1513,GÎTE D'ÉTAPE LE RELAIS DES MOINES,"01410 Chézery-Forens, France"
9237,1511,CENTRE DE LA BUSSODE,"01410 Mijoux, France"
9238,1511,MAISON FAMILIALE ET COLONIES DE VACANCES ST-MARCEL,"01410 Mijoux, France"
9239,1511,VVF VILLAGES LA VALSERINE,"01410 Lélex, France"
9240,1511,GÎTE REFUGE DE LA LOGE,"01410 Lélex, France"
9241,1511,VV MAISON LA JOUX VERTE - LA CLAYETTE,"01410 Mijoux, France"
9242,1513,RÉSIDENCE LA RÉSERVE,"01210 Ferney-Voltaire, France"
9243,1511,RÉSIDENCE LES BERLICANTS,"01410 Mijoux, France"
9244,1511,VV CHALET DU NIAIZET,"01410 Lélex, France"
9245,1513,REFUGE CHALET DE VARAMBON,"01550 Collonges, France"
9246,1511,GÎTE COMMUNAL LA VALSERINE,"01410 Mijoux, France"
9248,1513,REFUGE SOMMAIRE CHALET DU SAC,"01550 Farges, France"
9249,1513,RÉSIDENCE LA PETITE CHAUMIÈRE - COL DE LA FAUCILLE,"01170 Gex, France"
9251,1513,RÉSIDENCE BUSINESS PARK HÔTEL,"30 Rue Des Cyprès, 01710 Thoiry, France"
9253,1513,GÎTE LA GENTIANE,"01410 Chézery-Forens, France"
9254,1513,GÎTES DE JOSEFINE & VOLTAIRE,"01210 Ornex, France"
9255,1511,GÎTE CHALET LEVRIER,"01410 Lélex, France"
9283,1511,GÎTE D'ÉTAPE LA MICHAILLE,"01410 Mijoux, France"
9284,1511,CAMPING LE VALSERINE,"01410 Chézery-Forens, France"
9287,1513,RÉSIDENCE HÔTEL ZENITUDE FERNEY VOLTAIRE 4*,"01210 Ferney-Voltaire, France"
9291,1798,CENTRE DE VACANCES DANIEL FERY,"779 Mnt de la Saunière, 73240 Champagneux, France"
9292,1512,HÔTEL GRAND HÔTEL DU DOMAINE DE DIVONNE,"01220 Divonne-les-Bains, France"
9293,1512,HÔTEL LA TERRASSE FLEURIE,"01220 Divonne-les-Bains, France"
9294,1512,HÔTEL LA TRUITE,"01220 Divonne-les-Bains, France"
9295,1512,HÔTEL LA VILLA DU LAC,"01220 Divonne-les-Bains, France"
9296,1512,HÔTEL LE DIVONA,"01220 Divonne-les-Bains, France"
9297,1512,RÉSIDENCE LA VILLA DU LAC RÉSIDENCE & SPA,"01220 Divonne-les-Bains, France"
9298,1512,CAMPING HUTTOPIA DIVONNE-LES-BAINS,"01220 Divonne-les-Bains, France"
9299,1512,HÔTEL LE BEAUREGARD,"01220 Divonne-les-Bains, France"
9300,1512,RÉSIDENCE ZENITUDE HÔTEL-RÉSIDENCES L'ORÉE DU PARC,"01220 Divonne-les-Bains, France"
9301,1512,RÉSIDENCE ZENITUDE HÔTEL-RÉSIDENCES LA VERSOIX,"01220 Divonne-les-Bains, France"
9302,1512,RÉSIDENCE ZENITUDE HÔTEL-RÉSIDENCES DIVONNE CONFORT,"01220 Divonne-les-Bains, France"
9303,1063,VCS BEG MEIL,
9304,1072,VCS LA BAULE,
9305,1619,VCS LE REVERDI,
9306,1446,VCS LES KARELLIS,
9307,1032,VCS MARSEILLE,
9308,1451,VCS RONCE,
9309,1136,VCS SOUSTONS,
9310,1558,AGENCE CASTELLAS IMMOBILIER,"34 Rue de l'Arène, 13260 Cassis, France"
9312,1629,AGENCE FLEUROT IMMOBILIER,"2 Rue du Maréchal Foch, 13600 La Ciotat, France"
9313,1682,AGENCE LEANDRI IMMOBILIER,"57 Rue du Rouet, 13008 Marseille, France"
9314,1322,AGENCE CLARIMMO,"40 Bd Marcel Cachin, 13500 Martigues, France"
9315,1680,AGENCE GUIS IMMOBILIER,"20 Rue Montgrand, 13006 Marseille, France"
9316,1682,AGENCE SBH,"3 Rue Jean Mermoz, 13008 Marseille, France"
9317,1678,AGENCE BE IMMOVE,"5 Rue Jean François Leca, 13002 Marseille, France"
9318,1680,AGENCE RIVE GAUCHE,"40 Rue de Lodi, 13006 Marseille, France"
9319,858,AGENCE VARS IMMOBILIER,"35 Rue Maurice Petsche, 05600 Guillestre, France"
9320,1697,AGENCE VALCROS,"Col Saint-Jean, 04140 Montclar, France"
9321,1733,AGENCE VALCROS ARMAND SOLETTA,"04140 Selonnet, France"
9322,1535,AGENCE ALPES PROVENCE DESTINATION,"Rue Meffre, 04150 Banon, France"
9323,488,AGENCE CHARLEMAGNE IMMOBILIER,"4 Av. René Froger, 05100 Briançon, France"
9324,621,AGANCE MALET IMMOBILIER,"30 Rue de la Guisane, 05240 La Salle-les-Alpes, France"
9325,1576,AGENCE INTENDANCE ET SERVICES IMMOBILIERS,"04370 Villars-Colmars, France"
9326,1594,AGENCE CELEO IMMO,"533 L'Argile, 04400 Faucon-de-Barcelonnette, France"
9327,1572,AGENCE ELIOT,"39 Av. Léon Gambetta, 49321 Cholet, France"
9328,1017,AGENCE ELIOT,"35 Rue du Général de Gaulle, 85160 Saint-Jean-de-Monts, France"
9329,1338,AGENCE RUE DE LA PAIX.IMMO,"6 Pl. de la République, 49100 Angers, France"
9330,1681,AGENCE CABINET DALLAPORTA,"76 Rue Sainte, 13007 Marseille, France"
9331,1027,AGENCE MANARANCHE IMMOBILIER,"9 Av. Victor Hugo, 13200 Arles, France"
9332,14,AGENCE VAL D ISERE AGENCE,"73150 Val-d'Isère, France"
9333,1529,AGENCE AURIOL IMMOBILIER,"12 Quai de l'Huveaune, 13390 Auriol, France"
9334,1682,AGENCE AURELIE GHEZ,"302 Rue Paradis, 13008 Marseille, France"
9335,1793,AGENCE DES BELLEVILLE,"La Croisette, 73440 Les Belleville, France"
9336,1699,AGENCE GSI IMMOBILIER,"22 Sq. de la Liberté, 73600 Moutiers, France"
9337,1674,AGENCE AGENCY IMMOBILIER,"494 Chem. de Peyrevert, 13550 Noves, France"
9338,303,AGENCE ALPES SERVICES IMMOBILIERS,"2893 Rte de la Moussiere d'En Haut, 74430 Saint-Jean-d'Aulps, France"
9339,984,AGENCE CENTRALE AGENCE,"73300 Fontcouverte-la-Toussuire, France"
9340,1682,AGENCE ABITHEA DEVELOPPEMENT,"285 Av. du Prado, 13008 Marseille, France"
9341,902,AGENCE CIMALPES,"519 Chem. de la Cassine, 73200 Albertville, France"
9342,1568,AGENCE CHATEAUNEUF IMMOBILIER,"1 Bd Pierre Mendès, 13220 Châteauneuf-les-Martigues, France"
9343,382,AGENCE ALBIEZ IMMOBILIER,"La Place, 73300 Albiez-Montrond, France"
9344,213,AGENCE ALPES SERVICES IMMOBILIERS,"4725 Rte du Col, 74430 Le Biot, France"
9345,1682,AGENCE PATRICIA PAUQUET IMMOBILIER,"187 Av. du Prado, 13008 Marseille, France"
9346,888,AGENCE NEXITY CHAMONIX,"80 Rue Helbronner, 74400 Chamonix-Mont-Blanc, France"
9347,1699,AGENCE NEXITY MOUTIERS,"56 Rue Basse de la Gare, 73600 Moutiers, France"
9348,1332,AGENCE PRO IMMO PROVENCE,"Domaine & Golf de Pont Royal, 13370 Mallemort, France"
9349,1605,AGENCE APO IMMOBILIER,"4 Imp. du Vieux Moulin, 13180 Gignac-la-Nerthe, France"
9350,496,AGENCE CENTRALE DE LA PLAGNE,"La Plagne, 73210 Aime-la-Plagne, France"
9351,1026,AGENCE SGIT GESTION,"655 Rue René Descartes, 13290 Aix-en-Provence, France"
9352,44,AGENCE ADS IMMOBILIER,"73700 Bourg-Saint-Maurice, France"
9353,44,AGENCE les Arcs Agence,"Résidence Belles Challes arc 1800, 73700 Bourg-Saint-Maurice, France"
9354,1679,AGENCE L'IMMOBILIERE FOCH,"14 Av. du Maréchal Foch, 13004 Marseille, France"
9355,617,AGENCE CIS IMMOBILIER VALLANDRY,"73210 Landry, France"
9356,1680,AGENCE AVP IMMO,"9 Rue Gustave Ricard, 13006 Marseille, France"
9357,995,AGENCE DES BAINS,"2 Av. Charles de Gaulle, 73100 Aix-les-Bains, France"
9358,14,AGENCE VAL D ISERE IMMOBILIER,"Le Dome, 73150 Val-d'Isère, France"
9359,1680,AGENCE L'APARTE IMMOBILIER,"23 Rue de la Guadeloupe, 13006 Marseille, France"
9360,84,AGENCE 74IMMO,"4 Rue de la Paix, 74000 Annecy, France"
9361,101,AGENCE LA CHEVRERIE,"La Chèvrerie, 74470 Bellevaux, France"
9362,1672,AGENCE AGENCE ETOILE,"7 Rue Beauvau, 13001 Marseille, France"
9363,44,AGENCE les Arcs Agence,"73700 Bourg-Saint-Maurice, France"
9364,1684,AGENCE CLERVIMMO LA SUITE,"31 Rue de l'Audience, 13011 Marseille, France"
9365,44,AGENCE les Arcs Agence,"Résidence Aiguille Rouge Les Arcs 2000, 73700 Bourg-Saint-Maurice, France"
9366,1662,AGENCE GSI L'AGENCE DE VALMOREL,"FC5R+JJ, 73260 Les Avanchers-Valmorel, France"
9367,1680,AGENCE CEPAC IMMOBILIER,"2 Pl. Castellane, 13006 Marseille, France"
9368,684,AGENCE DU MOTTARET,"Route du Ctre, 73550 Les Allues, France"
9369,684,AGENCE GSI L'AGENCE DE MERIBEL,"190 Chem. des Bleuets, 73550 Les Allues, France"
9370,1682,AGENCE BLEY'S IMMOBILIER,"Le Clara, 36 Rue Jean Mermoz, 13008 Marseille, France"
9371,1683,AGENCE ARIANE IMMO,"258 Bd Romain Rolland, 13009 Marseille, France"
9372,496,AGENCE GSI L'AGENCE DES COCHES,"11 Pl. des Commercants, 73210 La Plagne-Tarentaise, France"
9373,676,AGENCE GSI L'AGENCE DE LA PLAGNE,"38 Rue du Refuge, 73210 La Plagne-Tarentaise, France"
9374,1682,AGENCE REAL ESTATE INVESTMENT PERFORMANCE,"475 Rue Paradis, 13008 Marseille, France"
9375,44,AGENCE GSI L'AGENCE DES ARCS,"313 Tournavelles, 73700 Les Arcs, France"
9376,1629,AGENCE SOLEIL D'AZUR IMMOBILIER,"169 Av. Maréchal Gallieni, 13600 La Ciotat, France"
9377,1680,AGENCE AKTER,"146 Rue Paradis, 13006 Marseille, France"
9378,15,AGENCE NEXITY 3 VALLEES BRIDES LES BAINS,"Parc Thermal, 73570 Brides-les-Bains, France"
9379,1682,AGENCE THE MEYER'S COMPANY,"320 Av. du Prado, 13008 Marseille, France"
9380,1793,AGENCE GSI L'AGENCE de ST MARTIN,"Rue des Choumettes, 73440 Les Belleville, France"
9381,1589,AGENCE FINACTIF IMMOBILIER,"2090 Rte des Milles, 13510 Éguilles, France"
9382,870,AGENCE WHITE MANAGEMENT,"419 Rue Ste Blandine, 73120 Courchevel, France"
9383,1682,AGENCE BARADAT IMMOBILIER,"12 Bd de Gabès, 13008 Marseille, France"
9384,684,AGENCE MERIBEL LUXURY REALTY,"73550 Les Allues, France"
9385,1680,AGENCES BIENS,"41 Boulevard Notre Dame, 13006 Marseille, France"
9386,658,AGENCE IMMOBILIERE ALTITUDE VALLOIRE,"Rue des Grandes Alpes, 73450 Valloire, France"
9387,1682,AGENCE AM IMMOBILIER,"56 Av. de la Madrague de Montredon, 13008 Marseille, France"
9388,141,AGENCE Immobilier Arve et Montagnes,"23 Av. de la Libération, 74300 Cluses, France"
9389,1682,AGENCE GF IMMOBILIER,"8 Rue Daumier, 13008 Marseille, France"
9390,11,AGENCE Immobilier Samoëns Grand Massif,"74340 Samoëns, France"
9391,1686,AGENCE LOCATEAMS,"211 Chem. de la Madrague-Ville, 13015 Marseille, France"
9392,322,AGENCE LES RIVAGES DU LEMAN,"1 Av. Bartholoni, 74140 Sciez, France"
9393,901,AGENCE JOLY HOME,"1418 Rte du Col des Aravis, 73590 La Giettaz, France"
9394,1026,AGENCE Clairimmo,"7 Cr Saint-Louis, 13100 Aix-en-Provence, France"
9395,995,Agence Centrale AIxoise,"16 Av. Victoria, 73100 Aix-les-Bains, France"
9396,1171,AGENCE Clairimmo,"24 Bd Edmond Montus, 13620 Carry-le-Rouet, France"
9397,84,AGENCE RESONANCE IMMOBILIERE,"20 Av. de Genève, 74000 Annecy, France"
9398,1681,AGENCE PINATEL FRERES,"74 Rue Sainte, 13007 Marseille, France"
9399,1758,AGENCE SELECTION IMMOBILIER PATRIMOINE,"467 Rte des Nants, 73100 Saint-Offenge, France"
9400,1682,AGENCE GUIS IMMOBILIER,"32 Bd Lord Duveen, 13008 Marseille, France"
9401,676,AGENCE SARL GSRL,"Résidence les 3 glaciers Lieu dit le replat, 20 chemin du paradisio, 73210 La Plagne-Tarentaise, France"
9402,870,AGENCE Barnes Luxury Realty,"Rue de Plantret, 73120 Courchevel, France"
9403,1629,AGENCE ABITHEA DEVELOPPEMENT,"37 Av. Frédéric Mistral, 13600 La Ciotat, France"
9404,1793,AGENCE Barnes Luxury Realty,"135 Av. de la Croisette, 73440 Les Belleville, France"
9405,1672,AGENCE ABITHEA DEVELOPPEMENT,"5 Cr Jean Ballard, 13001 Marseille, France"
9406,684,AGENCE Barnes Luxury Realty,"42 Rue des Jeux Olympiques, 73550 Les Allues, France"
9407,1322,AGENCE ABITHEA DEVELOPPEMENT,"1 Rue Vendôme, 13500 Martigues, France"
9408,1675,AGENCE CLAIRIMMO,"Av. Adolphe Fouque, 13960 Sausset-les-Pins, France"
9409,1124,AGENCE ROBERVAL,"52 Rue de Paris, 62520 Le Touquet-Paris-Plage, France"
9410,1629,AGENCE CLAIRIMMO,"13 Rue Gueymard, 13600 La Ciotat, France"
9411,1124,AGENCE SEFIMO AGENCE N°1 ORPI LE TOUQUET,"60 Bd Daloz, 62520 Le Touquet-Paris-Plage, France"
9412,1582,AGENCE SARL DU PARC AGENCE SAPIN,"Pl. Jean Sapin, 62780 Cucq, France"
9413,1685,AGENCE CLAIRIMMO,"13 Rue Centrale, 13013 Marseille, France"
9414,1582,AGENCE DU GOLF,"1193 Bd Edmond Labrasse, 62780 Cucq, France"
9415,1676,AGENCE CLAIRIMMO,"1 Av. Honoré Olive, 13380 Plan-de-Cuques, France"
9416,1555,AGENCE MONROY,"Bd de Sainte-Cécile, 62176 Camiers, France"
9417,1678,AGENCE CLAIRIMMO,"28 Rue Henri Tasso, 13002 Marseille, France"
9418,1582,L'AGENCE IMMOBILIER CONSEIL,"1863 Bd Edmond Labrasse, 62780 Cucq, France"
9419,1124,AGENCE CITY & SEA IMMOBILIER,"8 Av. Arsène Bical, 62520 Le Touquet-Paris-Plage, France"
9420,1689,AGENCE ERIC LECHEVIN IMMOBILIER,"99 Av. de la Plage, 62155 Merlimont, France"
9421,1527,AGENCE AMARYM,"16 Grande Rue, 80460 Ault, France"
9422,1683,AGENCE CLAIRIMMO,"57 Bd du Cabot, 13009 Marseille, France"
9423,1124,AGENCE ERIC LECHEVIN IMMOBILIER,"98 Rue de Metz, 62520 Le Touquet-Paris-Plage, France"
9424,1600,AGENCE CLAIRIMMO,"6 Av. Jean Jaurès, 13270 Fos-sur-Mer, France"
